uniprotID1	uniprotID2	source	name1	name2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q8QHL5	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polyhomeotic-like protein 2
Q803I4	Q7T3E6	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polycomb complex protein BMI-1-B (Polycomb group RING finger protein 4-B)
Q803I4	Q7T3E6	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polycomb complex protein BMI-1-B (Polycomb group RING finger protein 4-B)
Q803I4	Q7T3E6	string-db	E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)	Polycomb complex protein BMI-1-B (Polycomb group RING finger protein 4-B)
B8A668	Q58EK5	string-db	Calponin	Tudor domain-containing protein 1
Q803J2	Q6IWL4	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)
Q803J2	Q6IWL4	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)
Q803J2	Q6IWL4	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)
Q803J2	F1QHN6	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	Polyubiquitin-C (Ubiquitin C)
Q803J2	Q3B7P7	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	Ubiquitin-ribosomal protein eL40 fusion protein
Q803J2	A0A0N4SUD2	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	Polyubiquitin-B (Ubiquitin B)
Q803J2	Q7SXA3	string-db	Ube2n protein (Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19)) (Ubiquitin-conjugating enzyme E2N) (Ubiquitin-conjugating enzyme E2Na)	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80)
Q9I879	Q5RIV1	string-db	Aryl hydrocarbon receptor nuclear translocator-like 1a (Aryl hydrocarbon receptor nuclear translocator-like 1a isoform X1) (Bmal1)	Circadian locomoter output cycles protein kaput (EC 2.3.1.48) (Circadian locomoter output cycles protein kaput isoform X1) (Clock circadian regulator a)
Q9I879	A4QN37	string-db	Aryl hydrocarbon receptor nuclear translocator-like 1a (Aryl hydrocarbon receptor nuclear translocator-like 1a isoform X1) (Bmal1)	Cry1a protein (Cryptochrome 1a) (Cryptochrome circadian regulator 1a)
Q6PEH5	Q7T3F3	string-db	Ubiquitin-conjugating enzyme E2 variant 2	Ubiquitin-conjugating enzyme E2N-like (Ubiquitin-conjugating enzyme E2Nb)
F1R0M9	Q58EK5	string-db	Tudor and KH domain-containing (Tudor and KH domain-containing protein)	Tudor domain-containing protein 1
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3
Q7SXS7	Q6PI20	string-db	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Histone H3.3
Q6DGL9	Q6P3J5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Elongation factor 2b (EF-2) (EC 3.6.5.-)
Q6DGL9	Q90Z10	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL13 (60S ribosomal protein L13)
Q6DGL9	Q5BJA1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)
Q6DGL9	Q24JV3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)
Q6DGL9	Q6Q420	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)
Q6DGL9	Q6DGL4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L29
Q6DGL9	Q6PC01	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S30 (FAU ubiquitin-like and ribosomal protein S30 fusion a) (Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (Fox derived) ribosomal protein S30)
Q6DGL9	Q803F6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS2 (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)
Q6DGL9	F1QG80	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L22
Q6DGL9	Q7ZV82	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL27 (60S ribosomal protein L27)
Q6DGL9	B7ZD34	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S24
Q6DGL9	Q642H9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS4 (40S ribosomal protein S4, X isoform)
Q6DGL9	Q7ZW95	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L4 (Ribosomal protein L4)
Q6DGL9	Q6Q419	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS14 (40S ribosomal protein S29)
Q6DGL9	Q7T1K0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)
Q6DGL9	Q6Q421	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S15
Q6DGL9	Q6NX89	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1)
Q6DGL9	Q8JGS9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)
Q6DGL9	Q8JGS9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS13 (40S ribosomal protein S18)
Q6DGL9	Q8JGR4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)
Q6DGL9	Q8JGR4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)
Q6DGL9	Q6IQB1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L5 (Ribosomal protein L5b)
Q6DGL9	Q6PBZ1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L7a
Q6DGL9	Q6PBI5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS25 (40S ribosomal protein S25)
Q6DGL9	Q6PC14	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)
Q6DGL9	Q6PC14	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)
Q6DGL9	F1QGI3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L23a
Q6DGL9	Q567N5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)
Q6DGL9	Q567N5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)
Q6DGL9	A8KB78	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS12 (40S ribosomal protein S23)
Q6DGL9	Q8AW82	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Novel protein similar to human proliferation-associated 2G4 protein (PA2G4) (Proliferation-associated 2G4, a)
Q6DGL9	Q6Q415	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL36 (60S ribosomal protein L36)
Q6DGL9	Q6PC80	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S5 isoform X1 (Ribosomal protein S5)
Q6DGL9	Q6DGM0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)
Q6DGL9	Q6DGM0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)
Q6DGL9	Q6DGM0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)
Q6DGL9	A7YY10	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L37a (Zgc:171772) (Zgc:171772 protein)
Q6DGL9	Q6DGL0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L18 (Ribosomal protein L18) (Zgc:92872) (Zgc:92872 protein)
Q6DGL9	Q9I9N0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Death-associated protein-like 1 homolog (Death-associated protein 1b)
Q6DGL9	Q6P5M3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)
Q6DGL9	Q6P0V6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)
Q6DGL9	Q6NWC3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS5 (40S ribosomal protein S2)
Q6DGL9	Q6Q417	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L7 (Ribosomal protein L7)
Q6DGL9	Q6P6E2	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S26
Q6DGL9	Q6PBK3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS28 (40S ribosomal protein S28)
Q6DGL9	Q7ZUG5	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)
Q6DGL9	Q6DHL6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S6
Q6DGL9	Q7ZWJ7	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)
Q6DGL9	Q1LYB7	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL13 (60S ribosomal protein L13a)
Q6DGL9	Q1LWH1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S16 (Ribosomal protein S16) (Rps16 protein)
Q6DGL9	Q7ZV05	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS17 (40S ribosomal protein S11)
Q6DGL9	P62084	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS7 (40S ribosomal protein S7)
Q6DGL9	Q7T1J9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S10 (Ribosomal protein S10)
Q6DGL9	A8E526	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)
Q6DGL9	O42248	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor of activated protein kinase C) (RACK)
Q6DGL9	A0A0R4IJ49	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS19 (40S ribosomal protein S19)
Q6DGL9	Q6PBY1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS1 (40S ribosomal protein S3a)
Q6DGL9	A0A286YBP4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL28 (60S ribosomal protein L28)
Q6DGL9	Q4VBV2	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S27
Q6DGL9	Q6PBW3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	40S ribosomal protein S14 (Ribosomal protein S14)
Q6DGL9	Q6IQI6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL5 (60S ribosomal protein L11)
Q6DGL9	P62247	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)
Q6DGL9	Q6IMW8	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L39 (Ribosomal protein L39) (Zgc:92371)
Q6DGL9	Q7ZUG6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL30 (60S ribosomal protein L30)
Q6DGL9	Q6DHS3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L15
Q6DGL9	Q6IQQ0	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L21
Q6DGL9	Q6P5L3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)
Q6DGL9	Q6P5L3	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)
Q6DGL9	Q7ZWJ4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)
Q6DGL9	Q7ZWJ4	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)
Q6DGL9	Q5BKV9	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)
Q6DGL9	Q7ZV96	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Protein QM) (Ribosomal protein L10)
Q6DGL9	Q6IMW6	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)
Q6DGL9	P61485	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)
Q6DGL9	P61485	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)
Q6DGL9	Q3B7P7	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ubiquitin-ribosomal protein eL40 fusion protein
Q6DGL9	Q8JHJ1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)
Q6DGL9	Q24JV1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L32 (Ribosomal protein L32) (Zgc:136952)
Q6DGL9	Q6IQJ7	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Ribosomal protein L37
Q6DGL9	Q7SXA1	string-db	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	60S ribosomal protein L26 (ATPase H+ transporting V0 subunit e1) (Ribosomal protein L26) (Rpl26 protein)
Q7ZWD8	Q804S5	string-db	Cfl1 protein (Cofilin 1 (non-muscle),-like) (Non-muscle cofilin 1)	E3 ubiquitin-protein ligase mib1 (EC 2.3.2.27) (Protein mind bomb) (RING-type E3 ubiquitin transferase mib1)
Q7ZWD8	Q804S5	string-db	Cfl1 protein (Cofilin 1 (non-muscle),-like) (Non-muscle cofilin 1)	E3 ubiquitin-protein ligase mib1 (EC 2.3.2.27) (Protein mind bomb) (RING-type E3 ubiquitin transferase mib1)
F1QGI3	P62084	string-db	Ribosomal protein L23a	Small ribosomal subunit protein eS7 (40S ribosomal protein S7)
F1QGI3	O42248	string-db	Ribosomal protein L23a	Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor of activated protein kinase C) (RACK)
F1QGI3	Q4VBV2	string-db	Ribosomal protein L23a	40S ribosomal protein S27
F1QGI3	Q6PBW3	string-db	Ribosomal protein L23a	40S ribosomal protein S14 (Ribosomal protein S14)
F1QGI3	P62247	string-db	Ribosomal protein L23a	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)
F1QGI3	Q6IMW8	string-db	Ribosomal protein L23a	60S ribosomal protein L39 (Ribosomal protein L39) (Zgc:92371)
F1QGI3	Q6DHS3	string-db	Ribosomal protein L23a	Ribosomal protein L15
F1QGI3	Q8AW82	string-db	Ribosomal protein L23a	Novel protein similar to human proliferation-associated 2G4 protein (PA2G4) (Proliferation-associated 2G4, a)
F1QGI3	Q6PC80	string-db	Ribosomal protein L23a	40S ribosomal protein S5 isoform X1 (Ribosomal protein S5)
F1QGI3	Q6DGM0	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)
F1QGI3	Q6DGM0	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)
F1QGI3	Q6DGM0	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)
F1QGI3	Q6P5L3	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)
F1QGI3	Q6P5L3	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)
F1QGI3	Q6DGL0	string-db	Ribosomal protein L23a	60S ribosomal protein L18 (Ribosomal protein L18) (Zgc:92872) (Zgc:92872 protein)
F1QGI3	Q9I9N0	string-db	Ribosomal protein L23a	Death-associated protein-like 1 homolog (Death-associated protein 1b)
F1QGI3	Q6P5M3	string-db	Ribosomal protein L23a	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)
F1QGI3	Q6Q417	string-db	Ribosomal protein L23a	60S ribosomal protein L7 (Ribosomal protein L7)
F1QGI3	Q7ZUG5	string-db	Ribosomal protein L23a	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)
F1QGI3	Q6DGL9	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)
F1QGI3	Q7ZWJ7	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)
F1QGI3	Q1LWH1	string-db	Ribosomal protein L23a	40S ribosomal protein S16 (Ribosomal protein S16) (Rps16 protein)
F1QGI3	Q7ZV05	string-db	Ribosomal protein L23a	Small ribosomal subunit protein uS17 (40S ribosomal protein S11)
F1QGI3	Q642H9	string-db	Ribosomal protein L23a	Small ribosomal subunit protein eS4 (40S ribosomal protein S4, X isoform)
F1QGI3	Q5BKV9	string-db	Ribosomal protein L23a	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)
F1QGI3	Q6IMW6	string-db	Ribosomal protein L23a	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)
F1QGI3	P61485	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)
F1QGI3	P61485	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a)
F1QGI3	Q8JHJ1	string-db	Ribosomal protein L23a	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)
F1QGI3	Q6IQJ7	string-db	Ribosomal protein L23a	Ribosomal protein L37
F1QGI3	Q7ZV82	string-db	Ribosomal protein L23a	Large ribosomal subunit protein eL27 (60S ribosomal protein L27)
F1QGI3	B7ZD34	string-db	Ribosomal protein L23a	40S ribosomal protein S24
F1QGI3	Q6IQB1	string-db	Ribosomal protein L23a	Ribosomal protein L5 (Ribosomal protein L5b)
F1QGI3	Q6PBZ1	string-db	Ribosomal protein L23a	60S ribosomal protein L7a
F1QGI3	Q6PBI5	string-db	Ribosomal protein L23a	Small ribosomal subunit protein eS25 (40S ribosomal protein S25)
F1QGI3	Q6PC14	string-db	Ribosomal protein L23a	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)
