database	uniprot	product	qualifier	go_term	reference	evidence	evidence_with	aspect	name	evidence_from	type	txid	date	contributor
UniProtKB	P36430	leuS		GO:0004823	PMID:21873635	IBA	PANTHER:PTN000236208|UniProtKB:Q15031|UniProtKB:P07813|SGD:S000004374|CGD:CAL0000195709	F	Leucine--tRNA ligase	UniProtKB:P36430|PTN000236476	protein	NCBITaxon:224308	20170228	GO_Central		
UniProtKB	P36430	leuS		GO:0005829	PMID:21873635	IBA	PANTHER:PTN000236475|UniProtKB:P07813	C	Leucine--tRNA ligase	UniProtKB:P36430|PTN000236476	protein	NCBITaxon:224308	20170228	GO_Central		
UniProtKB	P36430	leuS		GO:0006429	PMID:21873635	IBA	PANTHER:PTN000236208|UniProtKB:P07813|UniProtKB:Q15031|CGD:CAL0000195709|SGD:S000004374	P	Leucine--tRNA ligase	UniProtKB:P36430|PTN000236476	protein	NCBITaxon:224308	20170228	GO_Central		
UniProtKB	P36946	rbsD		GO:0016866	PMID:21873635	IBA	PANTHER:PTN002208836|UniProtKB:P04982	F	D-ribose pyranase	UniProtKB:P36946|PTN002208840	protein	NCBITaxon:224308	20211112	GO_Central		
UniProtKB	P36946	rbsD		GO:0005829	PMID:21873635	IBA	PANTHER:PTN002208836|UniProtKB:P04982	C	D-ribose pyranase	UniProtKB:P36946|PTN002208840	protein	NCBITaxon:224308	20170901	GO_Central		
UniProtKB	P36946	rbsD		GO:0019303	PMID:21873635	IBA	PANTHER:PTN002208836|UniProtKB:P04982	P	D-ribose pyranase	UniProtKB:P36946|PTN002208840	protein	NCBITaxon:224308	20170901	GO_Central		
UniProtKB	P36945	rbsK		GO:0005829	PMID:21873635	IBA	PANTHER:PTN008501725|UniProtKB:P0A9J6	C	Ribokinase	UniProtKB:P36945|PTN000062072	protein	NCBITaxon:224308	20170228	GO_Central		
UniProtKB	P36944	rbsR		GO:0006355	PMID:21873635	IBA	PANTHER:PTN001248758|UniProtKB:P0ACP5|UniProtKB:Q2G295|UniProtKB:P25144|UniProtKB:P24242|UniProtKB:P03024|UniProtKB:P0ACN7|UniProtKB:P06846|UniProtKB:Q8EBJ8|UniProtKB:P0ACQ0|UniProtKB:P36673|UniProtKB:P25748|UniProtKB:P0ACI3|UniProtKB:P03023|UniProtKB:P0ACP7|UniProtKB:P18811|UniProtKB:Q8P5C9|UniProtKB:P0ACP1|UniProtKB:P77615|UniProtKB:G3XD97	P	Ribose operon repressor	UniProtKB:P36944|PTN000765358	protein	NCBITaxon:224308	20230603	GO_Central		
UniProtKB	P36944	rbsR		GO:0003700	PMID:21873635	IBA	PANTHER:PTN001248758|UniProtKB:P0ACQ0|UniProtKB:P0ACP7|UniProtKB:Q9I1F6|UniProtKB:P18811|UniProtKB:Q8EBJ8|UniProtKB:P36673|UniProtKB:P0ACI3|UniProtKB:P03023|UniProtKB:P24242|UniProtKB:P25144	F	Ribose operon repressor	UniProtKB:P36944|PTN000765358	protein	NCBITaxon:224308	20190822	GO_Central		
UniProtKB	P36944	rbsR		GO:0000976	PMID:21873635	IBA	PANTHER:PTN001248758|UniProtKB:Q8EBJ8|UniProtKB:P0ACN7|UniProtKB:P18811|UniProtKB:P0ACQ0|UniProtKB:P0ACP1|UniProtKB:P77615|UniProtKB:P03023|UniProtKB:P25144	F	Ribose operon repressor	UniProtKB:P36944|PTN000765358	protein	NCBITaxon:224308	20211112	GO_Central		
UniProtKB	P36843	argJ		GO:0004042	PMID:21873635	IBA	PANTHER:PTN000559455|SGD:S000004666	F	Arginine biosynthesis bifunctional protein ArgJ	UniProtKB:P36843|PTN000559476	protein	NCBITaxon:224308	20170228	GO_Central		
UniProtKB	P36843	argJ		GO:0006592	PMID:21873635	IBA	PANTHER:PTN000559455|SGD:S000004666|UniProtKB:Q5AVF8	P	Arginine biosynthesis bifunctional protein ArgJ	UniProtKB:P36843|PTN000559476	protein	NCBITaxon:224308	20200809	GO_Central		
UniProtKB	P36839	argD		GO:0042802	PMID:21873635	IBA	PANTHER:PTN000241033|UniProtKB:P42588|UniProtKB:P04181	F	Acetylornithine aminotransferase	UniProtKB:P36839|PTN000241319	protein	NCBITaxon:224308	20230602	GO_Central		
UniProtKB	P36839	argD		GO:0030170	PMID:21873635	IBA	PANTHER:PTN000241033|UniProtKB:P42588|UniProtKB:P18335	F	Acetylornithine aminotransferase	UniProtKB:P36839|PTN000241319	protein	NCBITaxon:224308	20200808	GO_Central		
UniProtKB	P36838	carA		GO:0006526	PMID:21873635	IBA	PANTHER:PTN000150382|PomBase:SPBC56F2.09c|UniProtKB:P0A6F1|SGD:S000005829	P	Carbamoyl-phosphate synthase arginine-specific small chain	UniProtKB:P36838|PTN000150408	protein	NCBITaxon:224308	20170228	GO_Central		
UniProtKB	P36838	carA	contributes_to	GO:0004088	PMID:21873635	IBA	PANTHER:PTN000150382|UniProtKB:P0A6F1|SGD:S000005829	F	Carbamoyl-phosphate synthase arginine-specific small chain	UniProtKB:P36838|PTN000150408	protein	NCBITaxon:224308	20170228	GO_Central		
UniProtKB	P36838	carA		GO:0005951	PMID:21873635	IBA	PANTHER:PTN000150382|TAIR:locus:2089149|SGD:S000005829|UniProtKB:P0A6F1	C	Carbamoyl-phosphate synthase arginine-specific small chain	UniProtKB:P36838|PTN000150408	protein	NCBITaxon:224308	20170228	GO_Central		
UniProtKB	P36838	carA		GO:0005737	PMID:21873635	IBA	PANTHER:PTN000150222|UniProtKB:P27708|UniProtKB:Q57U84|UniProtKB:P31327|UniProtKB:P00968|SGD:S000003666|SGD:S000003870|SGD:S000005829|UniProtKB:Q57U86|TAIR:locus:2089149|MGI:MGI:891996|UniProtKB:P0A6F1|RGD:2395|UniProtKB:P0A786|TAIR:locus:2019302	C	Carbamoyl-phosphate synthase arginine-specific small chain	UniProtKB:P36838|PTN000150408	protein	NCBITaxon:224308	20230602	GO_Central		
UniProtKB	P37963	spoVID		GO:0008932	PMID:21873635	IBA	PANTHER:PTN008659194|UniProtKB:P0AEZ7	F	Stage VI sporulation protein D	UniProtKB:P37963|PTN002852872	protein	NCBITaxon:224308	20171201	GO_Central		
